Unofficial Name,Name,Actual Precedence,Precedence[ ],Precedence[ ] Corrected,WolframLanguageData[ ],WolframLanguageData[ ] Corrected,UnicodeCharacters.tr,UnicodeCharacters.tr Corrected,N Tokens,L Tokens,O Tokens,Usage,Parse,FullForm,Arity,Affix,Associativity,Meaningful,Comments
AngleBracket,AngleBracket,-10,670,760,,1,-10,-10,"{""〈""}",{},"{""〉""}","{{""〈"", ""expr"", ""〉""}}","{""AngleBracket"", ""["", ""expr"", "","", ""…"", ""]""}","AngleBracket[expr, \[Ellipsis]]",n-ary,Matchfix,Non,False,
Association,Association,-10,670,760,,1,-10,-10,"{""<|"", """"}",{},"{""|>"", """"}","{{""<|"", ""expr"", ""|>""}, {"""", ""expr"", """"}}","{""Association"", ""["", ""expr"", "","", ""…"", ""]""}","Association[expr, \[Ellipsis]]",n-ary,Matchfix,Non,True,
BracketingBar,BracketingBar,-10,670,760,,1,-10,-10,"{""""}",{},"{""""}","{{"""", ""expr"", """"}}","{""BracketingBar"", ""["", ""expr"", "","", ""…"", ""]""}","BracketingBar[expr, \[Ellipsis]]",n-ary,Matchfix,Non,False,
Ceiling,Ceiling,-10,670,760,,1,-10,-10,"{""⌈""}",{},"{""⌉""}","{{""⌈"", ""expr"", ""⌉""}}","{""Ceiling"", ""["", ""expr"", ""]""}",Ceiling[expr],Unary,Matchfix,Non,True,
DoubleBracketingBar,DoubleBracketingBar,-10,670,760,,1,-10,-10,"{""""}",{},"{""""}","{{"""", ""expr"", """"}}","{""DoubleBracketingBar"", ""["", ""expr"", "","", ""…"", ""]""}","DoubleBracketingBar[expr, \[Ellipsis]]",n-ary,Matchfix,Non,False,
Floor,Floor,-10,670,760,,1,-10,-10,"{""⌊""}",{},"{""⌋""}","{{""⌊"", ""expr"", ""⌋""}}","{""Floor"", ""["", ""expr"", ""]""}",Floor[expr],Unary,Matchfix,Non,True,
List,List,-10,670,760,1,1,,-10,"{""{""}",{},"{""}""}","{{""{"", ""expr"", ""}""}}","{""List"", ""["", ""expr"", "","", ""…"", ""]""}","List[expr, \[Ellipsis]]",n-ary,Matchfix,Non,True,
AutoMatch,AutoMatch,-10,670,760,,1,-10,-10,"{""""}",{},"{""""}","{{"""", ""expr"", """"}}","{""AutoMatch"",""["",""expr"",""]""}",AutoMatch[expr],Unary,Matchfix,Non,True,
Skeleton,Skeleton,-10,670,760,,1,-10,-10,"{""""}",{},"{""""}","{{"""", ""n"", """"}}","{""Skeleton"",""["",""n"",""]""}",Skeleton[n],Unary,Matchfix,Non,True,
CurlyDoubleQuote,CurlyDoubleQuote,-10,670,760,,1,-10,-10,"{""“""}",{},"{""”""}","{{""“"", ""expr"", ""”""}}","{""CurlyDoubleQuote"",""["",""expr"",""]""}",CurlyDoubleQuote[expr],Unary,Matchfix,Non,False,
CurlyQuote,CurlyQuote,-10,670,760,,1,-10,-10,"{""‘""}",{},"{""’""}","{{""‘"", ""expr"", ""’""}}","{""CurlyQuote"",""["",""expr"",""]""}",CurlyQuote[expr],Unary,Matchfix,Non,False,
FullwidthParenthesis,FullwidthParenthesis,-10,670,760,,1,-10,-10,"{""（""}",{},"{""）""}","{{""（"", ""expr"", ""）""}}",,,Unary,Matchfix,Non,True,
DoubleAngleBracket,DoubleAngleBracket,-10,670,760,,1,-10,-10,"{""《""}",{},"{""》""}","{{""《"", ""expr"", ""》""}}",,,Unary,Matchfix,Non,True,
FullwidthAngleBracket,FullwidthAngleBracket,-10,670,760,,1,-10,-10,"{""〈""}",{},"{""〉""}","{{""〈"", ""expr"", ""〉""}}",,,Unary,Matchfix,Non,True,
FullwidthSquareBracket,FullwidthSquareBracket,-10,670,760,,1,-10,-10,"{""［""}",{},"{""］""}","{{""［"", ""expr"", ""］""}}",,,Unary,Matchfix,Non,True,
TortoiseShellBracket,TortoiseShellBracket,-10,670,760,,1,-10,-10,"{""〔""}",{},"{""〕""}","{{""〔"", ""expr"", ""〕""}}",,,Unary,Matchfix,Non,True,
BlackLenticularBracket,BlackLenticularBracket,-10,670,760,,1,-10,-10,"{""【""}",{},"{""】""}","{{""【"", ""expr"", ""】""}}",,,Unary,Matchfix,Non,True,
WhiteCornerBracket,WhiteCornerBracket,-10,670,760,,1,-10,-10,"{""『""}",{},"{""』""}","{{""『"", ""expr"", ""』""}}",,,Unary,Matchfix,Non,True,
CornerBracket,CornerBracket,-10,670,760,,1,-10,-10,"{""「""}",{},"{""」""}","{{""「"", ""expr"", ""」""}}",,,Unary,Matchfix,Non,True,
FullwidthCurlyBracket,FullwidthCurlyBracket,-10,670,760,,1,-10,-10,"{""｛""}",{},"{""｝""}","{{""｛"", ""expr"", ""｝""}}",,,Unary,Matchfix,Non,True,
BoxGroup,None,-10,670,760,,1,,-10,"{""\(""}",{},"{""\)""}","{{""\("", ""expr"", ""\)""}}",,\(expr\),Unary,Matchfix,Non,True,The interpretation of this operator depends on context. It must contain box sublanguage.
Parentheses,None,-10,670,760,,1,,-10,"{""(""}",{},"{"")""}","{{""("", ""expr"", "")""}}",,,Unary,Matchfix,Non,True,
NumberBase,None,-10,670,760,,1,,-10,{},"{""^^""}",{},"{{""n"", ""^^"", ""digits""}}","{""n"", ""^^"", ""digits""}",n^^digits,Binary,Infix,Non,True,Interprets digits as a number literal in base n. The base n must be a positive integer no greater than 36.
NumberMagnitude,None,-10,670,760,,1,,-10,{},"{""*^""}",{},"{{""number"", ""*^"", ""magnitude""}}","{""number"", ""*^"", ""magnitude""}",number*^magnitude,Binary,Infix,Non,True,"Gives mantissa*base^magnitude, where base^^mantissa=number and magnitude is a decimal number expressed without ^^, `, or ``. Only allowed in a number literal, and only after any ` or ``."
NumberPrecisionPostfix,None,-10,670,760,,1,,-10,{},"{""`""}",{},"{{""number"", ""`""}}","{""number"", ""`""}",number`,Unary,Postfix,Left,True,"Specifies the precision of number to be $MachinePrecision. Any magnitude must come after `."""
NumberPrecision,None,-10,670,760,,1,,-10,{},"{""`""}",{},"{{""number"", ""`"", ""s""}}","{""number"", ""`"", ""s""}",number`s,Binary,Infix,Non,True,"Specifies the precision of number, where s is a positive decimal expressed without using ^^ or `. Any magnitude must come after `."""
RawBackquote,None,-10,670,760,,1,,-10,{},"{""``""}",{},"{{""number"", ""``"", ""s""}}","{""number"", ""``"", ""s""}",number``s,Binary,Infix,Non,True,"Specifies the accuracy (in number of digits to the right of decimal) of number, where s is a positive decimal expressed without using ^^ or `. A magnitude must come after ``."
ContextPathSeparator,None,-10,670,760,,1,,-10,{},"{""`""}",{},"{{""symb1"", ""`"", ""symb2""}}","{""symb1"", ""`"", ""symb2""}",symb1`symb2,,,Non,True,"Functions as a decimal point: either contextpath1 or contextpath2 may be empty, but not both at the same time."
MessageName,MessageName,1060,750,750,2,2,,850,{},"{""::""}",{},"{{""expr"", ""::"", ""string""}}","{""MessageName"", ""["", ""expr"", "","", """", ""string"", """", ""]""}","MessageName[expr, ""string""]",Binary,Infix,Non,True,
SlotNumber,Slot,1050,740,740,3,3,,840,"{""#""}",{},{},"{{""#"", ""n""}}","{""Slot"", ""["", ""n"", ""]""}",Slot[n],Unary,Prefix,Non,True,
SlotSequenceNumber,SlotSequence,1050,740,740,3,3,,840,"{""##""}",{},{},"{{""##"", ""n""}}","{""SlotSequence"", ""["", ""n"", ""]""}",SlotSequence[n],Unary,Prefix,Non,True,
Slot,Slot,1040,740,740,3,3,,840,"{""#""}",{},{},"{{""#""}}","{""Slot"", ""["", ""1"", ""]""}",Slot[1],Nullary,None,Non,True,
SlotSequence,SlotSequence,1040,740,740,3,3,,840,"{""##""}",{},{},"{{""##""}}","{""SlotSequence"", ""["", ""1"", ""]""}",SlotSequence[1],Nullary,None,Non,True,
Out,Out,1030,670,735,4,4,,830,"{""%%""}",{},{},"{{""%%"", ""…"", ""%""}}","{""Out"", ""["", ""-"", ""n"", ""]""}",Out[-n],Nullary,None,Non,True,
OutNumber,Out,1020,670,735,4,4,,830,"{""%""}",{},{},"{{""%"", ""n""}}","{""Out"", ""["", ""n"", ""]""}",Out[n],Unary,Prefix,Non,True,
BlankHead,Blank,1010,730,730,5,5,,820,"{""_""}",{},{},"{{""_"", ""expr""}}","{""Blank"", ""["", ""expr"", ""]""}",Blank[expr],Unary,Prefix,Non,True,
BlankSequenceHead,BlankSequence,1010,730,730,5,5,,820,"{""__""}",{},{},"{{""__"", ""expr""}}","{""BlankSequence"", ""["", ""expr"", ""]""}",BlankSequence[expr],Unary,Prefix,Non,True,
BlankNullSequenceHead,BlankNullSequence,1010,730,730,5,5,,820,"{""___""}",{},{},"{{""___"", ""expr""}}","{""BlankNullSequence"", ""["", ""expr"", ""]""}",BlankNullSequence[expr],Unary,Prefix,Non,True,
NamedBlankHead,Blank,1000,730,730,5,5,,820,{},"{""_""}",{},"{{""symb"", ""_"", ""expr""}}","{""Pattern"", ""["", ""symb"", "","", ""Blank"", ""["", ""expr"", ""]"", ""]""}","Pattern[symb, Blank[expr]]",Binary,Infix,Non,True,
NamedBlankSequenceHead,BlankSequence,1000,730,730,5,5,,820,{},"{""__""}",{},"{{""symb"", ""__"", ""expr""}}","{""Pattern"", ""["", ""symb"", "","", ""BlankSequence"", ""["", ""expr"", ""]"", ""]""}","Pattern[symb, BlankSequence[expr]]",Binary,Infix,Non,True,
NamedBlankNullSequenceHead,BlankNullSequence,1000,730,730,5,5,,820,{},"{""___""}",{},"{{""symb"", ""___"", ""expr""}}","{""Pattern"", ""["", ""symb"", "","", ""BlankNullSequence"", ""["", ""expr"", ""]"", ""]""}","Pattern[symb, BlankNullSequence[expr]]",Binary,Infix,Non,True,
NamedBlank,Blank,990,730,730,5,5,,820,{},"{""_""}",{},"{{""symb"", ""_""}}","{""Pattern"", ""["", ""symb"", "","", ""Blank"", ""["", ""]"", ""]""}","Pattern[symb, Blank[]]",Unary,Postfix,Non,True,
NamedBlankSequence,BlankSequence,990,730,730,5,5,,820,{},"{""__""}",{},"{{""symb"", ""__""}}","{""Pattern"", ""["", ""symb"", "","", ""BlankSequence"", ""["", ""]"", ""]""}","Pattern[symb, BlankSequence[]]",Unary,Postfix,Non,True,
NamedBlankOptional,Blank,990,730,730,5,5,,820,{},"{""_.""}",{},"{{""symb"", ""_.""}}","{""Optional"", ""["", ""Pattern"", "","", ""Blank"", ""["", ""]"", ""]"", ""]""}","Optional[Pattern[symb, Blank[]]]",Unary,Postfix,Non,True,
NamedBlankNullSequence,BlankNullSequence,990,730,730,5,5,,820,{},"{""___""}",{},"{{""symb"", ""___""}}","{""Pattern"", ""["", ""symb"", "","", ""BlankNullSequence"", ""["", ""]"", ""]""}","Pattern[symb, BlankNullSequence[]]",Unary,Postfix,Non,True,
Blank,Blank,980,730,730,5,5,,820,"{""_""}",{},{},"{{""_""}}","{""Blank"", ""["", ""]""}",Blank[],Nullary,None,Non,True,A Blank (_) with no accompanying decoration.
BlankNullSequence,BlankNullSequence,980,730,730,5,5,,820,"{""___""}",{},{},"{{""___""}}","{""BlankNullSequence"", ""["", ""]""}",BlankNullSequence[],Nullary,None,Non,True,A BlankNullSequence (___) with no accompanying decoration.
BlankOptional,Blank,980,730,730,5,5,,820,"{""_.""}",{},{},"{{""_.""}}","{""Optional"", ""["", ""Blank"", ""]""}",Optional[Blank[]],Nullary,None,Non,True,No name or head.
BlankSequence,BlankSequence,980,730,730,5,5,,820,"{""__""}",{},{},"{{""__""}}","{""BlankSequence"", ""["", ""]""}",BlankSequence[],Nullary,None,Non,True,A BlankNullSequence (__) with no accompanying decoration.
Get,Get,970,720,720,6,6,,810,"{""<<""}",{},{},"{{""<<"", ""filename""}}","{""Get"", ""["", """", ""filename""}","Get[""filename""]",Unary,Prefix,Right,True,
InvisiblePrefixScriptBase,InvisiblePrefixScriptBase,960,670,715,,6.5,800,800,"{""""}",{},{},"{{"""", ""expr""}}","{""InvisiblePrefixScriptBase"", ""["", ""expr"", ""]""}",,Unary,Prefix,Right,False,Usage and Parse may not be correct.
InvisiblePostfixScriptBase,InvisiblePostfixScriptBase,960,670,715,,6.5,800,800,{},"{""""}",{},"{{""expr"", """"}}","{""InvisiblePostfixScriptBase"", ""["", ""expr"", ""]""}",,Unary,Postfix,Left,False,This operator is an invisible Unicode character and is used in the layout of displayed expressions.
PartialOverscriptBox,PartialOverscriptBox,950,670,710,,7,,790,{},"{""""}",{},"{{""expr"", """"}}","{""FractionBox"", ""["", ""expr"", "",""\["", ""Placeholder"", ""]""]""}",,Unary,Postfix,Left,False,This operator is an invisible Unicode character and is used in the layout of displayed expressions.
OverscriptBox,Overscript,950,670,710,7,7,,790,{},"{""\&""}",{},"{{""expr1"", ""\&"", ""expr2""}}","{""OverscriptBox"", ""["", ""expr1"", "","", ""expr2"", ""]""}",,Binary,Infix,"Missing[""Unknown""]",True,
PartialUnderscriptBox,PartialUnderscriptBox,950,670,710,,7,,790,{},"{""""}",{},"{{""expr"", """"}}","{""FractionBox"", ""["", ""expr"", "",""\["", ""Placeholder"", ""]""]""}",,Unary,Postfix,Left,False,This operator is an invisible Unicode character and is used in the layout of displayed expressions.
UnderscriptBox,Underscript,950,670,710,7,7,,790,{},"{""\+""}",{},"{{""expr1"", ""\+"", ""expr2""}}","{""UnderscriptBox"", ""["", ""expr1"", "","", ""expr2"", ""]""}",,Binary,Infix,"Missing[""Unknown""]",True,
OverunderscriptBox,Underoverscript,940,670,700,7,7.5,,785,{},"{""\&""}","{""\%""}","{{""expr1"", ""\&"", ""expr2"", ""\%"", ""expr3""}}","{""UnderoverscriptBox"", ""["", ""expr1"", "","", ""expr3"", "","", ""expr2"", ""]""}",,Ternary,Infix,"Missing[""Unknown""]",True,
UnderoverscriptBox,Underoverscript,940,670,700,7,7.5,,785,{},"{""\+""}","{""\%""}","{{""expr1"", ""\+"", ""expr2"", ""\%"", ""expr3""}}","{""UnderoverscriptBox"", ""["", ""expr1"", "","", ""expr2"", "","", ""expr3"", ""]""}",,Ternary,Infix,"Missing[""Unknown""]",True,
InterpretationBox,None,930,670,695,,7.6,,780,"{""\*""}",{},{},"{{""\*"", ""expr""}}",,,Unary,Prefix,Right,True,
PartialSubscriptBox,PartialSubscriptBox,920,670,690,,8,,775,{},"{""""}",{},"{{""expr"", """"}}","{""FractionBox"", ""["", ""expr"", "",""\["", ""Placeholder"", ""]""]""}",,Unary,Postfix,Left,False,This operator is an invisible Unicode character and is used in the layout of displayed expressions.
SubscriptBox,Subscript,920,670,690,8,8,,775,{},"{""\_""}",{},"{{""expr1"", ""\_"", ""expr2""}}","{""SubscriptBox"", ""["", ""expr1"", "","", ""expr2"", ""]""}",,Binary,Infix,"Missing[""Unknown""]",True,
SubsuperscriptBox,Subsuperscript,920,670,690,8,8,,775,{},"{""\_""}","{""\%""}","{{""expr1"", ""\_"", ""expr2"", ""\%"", ""expr3""}}","{""SubsuperscriptBox"", ""["", ""expr1"", "","", ""expr2"", "","", ""expr3"", ""]""}",,Ternary,Infix,"Missing[""Unknown""]",True,
PatternTest,PatternTest,910,680,680,9,9,,770,{},"{""?""}",{},"{{""expr1"", ""?"", ""expr2""}}","{""PatternTest"", ""["", ""expr1"", "","", ""expr2"", ""]""}","PatternTest[expr1, expr2]",Binary,Infix,"Missing[""Unknown""]",True,
InlinePart,InlinePart,900,670,675,,9.5,763,763,{},"{""""}",{},"{{""expr1"", """", ""expr2""}}","{""InlinePart"", ""["", ""expr1"", "","", ""expr2"", ""]""}","RowBox[List[expr1, InlinePart, expr2]]",Binary,Infix,Right,False,"""InlinePart or @> was an operator that was introduced in one of the pre-release/betas for version 10 and subsequently removed before public release. It was briefly available publicly in the Raspberry Pi version of Wolfram Language that co-existed with the pre-releases at the time. The operator allowed you to access elements of a list with an infix operator."" https://mathematica.stackexchange.com/questions/134506/inlinepart-what-is-it-and-what-happened-to-it"
Part,Part,890,670,670,10,10,,762,{},"{""[["", ""〚""}","{""]]"", ""〛""}","{{""expr1"", ""[["", ""expr2"", ""]]""}, {""expr1"", ""〚"", ""expr2"", ""〛""}}","{""Part"", ""["", ""expr1"", "","", ""expr2"", ""]""}","Part[expr1, expr2, \[Ellipsis]]",n-ary,Postfix,Left,True,
FunctionApply,None,890,670,670,,10,,761,{},"{""[""}","{""]""}","{{""expr1"", ""["", ""expr2"", ""]""}}","{""expr1"", ""["", ""expr2"", "","", ""…"", ""]""}","expr1[expr2, \[Ellipsis]]",n-ary,Postfix,Left,True,
Decrement,Decrement,880,660,665,11,11,,760,{},"{""--""}",{},"{{""expr"", ""--""}}","{""Decrement"", ""["", ""expr"", ""]""}",Decrement[expr],Unary,Postfix,Left,True,
Increment,Increment,880,660,665,11,11,,760,{},"{""++""}",{},"{{""expr"", ""++""}}","{""Increment"", ""["", ""expr"", ""]""}",Increment[expr],Unary,Postfix,Left,True,
PreDecrement,PreDecrement,870,660,660,12,12,,750,"{""--""}",{},{},"{{""--"", ""expr""}}","{""PreDecrement"", ""["", ""expr"", ""]""}",PreDecrement[expr],Unary,Prefix,Right,True,
PreIncrement,PreIncrement,870,660,660,12,12,,750,"{""++""}",{},{},"{{""++"", ""expr""}}","{""PreIncrement"", ""["", ""expr"", ""]""}",PreIncrement[expr],Unary,Prefix,Right,True,
Composition,Composition,860,625,655,13,13,,740,{},"{""@*""}",{},"{{""expr1"", ""@*"", ""expr2""}}","{""Composition"", ""["", ""expr1"", "","", ""expr2"", ""]""}","Composition[expr1, expr2]",Binary,Infix,None,True,
RightComposition,RightComposition,850,624,650,13,13,,740,{},"{""/*""}",{},"{{""expr1"", ""/*"", ""expr2""}}","{""RightComposition"", ""["", ""expr1"", "","", ""expr2"", ""]""}","RightComposition[expr1, expr2]",Binary,Infix,None,True,
FunctionApplyPrefix,Prefix,840,640,640,,14,730,730,{},"{""@"", """"}",{},"{{""expr1"", ""@"", ""expr2""}, {""expr1"", """", ""expr2""}}","{""expr1"", ""["", ""expr2"", ""]""}",expr1[expr2],Binary,Infix,Right,True,Operator Notations includes usages with invisible unicode characters.
FunctionApplyInfix,Infix,830,630,630,,15,,720,{},"{""~""}",{},"{{""expr1"", ""~"", ""expr2"", ""~"", ""expr3""}}","{""expr2"", ""["", ""expr1"", "","", ""expr3"", ""]""}","expr2[expr1, expr3]",Ternary,Infix,Left,True,"Infix[f[x,y]] will display as x~f~y. Precedence identifies Infix with this operator, and Precedence[Infix]==30 which is almost correct."
Apply,Apply,820,620,626,16,16,,710,{},"{""@@""}",{},"{{""expr1"", ""@@"", ""expr2""}}","{""Apply"", ""["", ""expr1"", "","", ""expr2"", ""]""}","Apply[expr1, expr2]",Binary,Infix,Right,True,
MapApply,MapApply,810,620,625,16,16,,710,{},"{""@@@""}",{},"{{""expr1"", ""@@@"", ""expr2""}}","{""Apply"", ""["", ""expr1"", "","", ""expr2"", ""{"", ""1"", ""}"", ""]""}","MapApply[expr1, expr2, List[1]]",Binary,Infix,Right,True,
Map,Map,800,620,620,16,16,,710,{},"{""/@""}",{},"{{""expr1"", ""/@"", ""expr2""}}","{""Map"", ""["", ""expr1"", "","", ""expr2"", ""]""}","Map[expr1, expr2]",Binary,Infix,Right,True,
MapAll,MapAll,800,620,620,16,16,,710,{},"{""//@""}",{},"{{""expr1"", ""//@"", ""expr2""}}","{""MapAll"", ""["", ""expr1"", "","", ""expr2"", ""]""}","MapAll[expr1, expr2]",Binary,Infix,Right,True,
Factorial,Factorial,790,610,610,17,17,,700,{},"{""!""}",{},"{{""expr"", ""!""}}","{""Factorial"", ""["", ""expr"", ""]""}",Factorial[expr],Unary,Postfix,Left,True,
Factorial2,Factorial2,790,610,610,17,17,,700,{},"{""!!""}",{},"{{""expr"", ""!!""}}","{""Factorial2"", ""["", ""expr"", ""]""}",Factorial2[expr],Unary,Postfix,Left,True,
Conjugate,Conjugate,780,670,605,18,18,695,695,{},"{""""}",{},"{{""expr"", """"}}","{""Conjugate"", ""["", ""expr"", ""]""}",Conjugate[expr],Unary,Postfix,Left,True,
ConjugateTranspose,ConjugateTranspose,780,670,605,18,18,695,695,{},"{"""", """"}",{},"{{""expr"", """"}, {""expr"", """"}}","{""ConjugateTranspose"", ""["", ""expr"", ""]""}",ConjugateTranspose[expr],Unary,Postfix,Left,True,
SuperDagger,SuperDagger,780,0,605,,18,,695,{},"{""^†""}",{},"{{""expr"", ""^†""}}","{""SuperDagger"", ""["", ""expr"", ""]""}","Power[expr, \[Dagger]]",Unary,Postfix,Left,True,
Transpose,Transpose,780,670,605,18,18,695,695,{},"{""""}",{},"{{""expr"", """"}}","{""Transpose"", ""["", ""expr"", ""]""}",Transpose[expr],Unary,Postfix,Left,True,
Derivative,Derivative,770,670,604,19,19,,680,{},"{""''""}",{},"{{""expr"", ""''""}}","{""Derivative"", ""["", ""n"", ""]"", ""["", ""expr"", ""]""}",Derivative[n][expr],Unary,Postfix,Left,True,
StringJoin,StringJoin,760,600,600,20,20,,670,{},"{""<>""}",{},"{{""expr1"", ""<>"", ""expr2""}}","{""StringJoin"", ""["", ""expr1"", "","", ""expr2"", ""]""}","StringJoin[expr1, expr2]",Binary,Infix,None,True,
Power,Power,750,590,590,21,21,,660,{},"{""^""}",{},"{{""expr1"", ""^"", ""expr2""}}","{""Power"", ""["", ""expr1"", "","", ""expr2"", ""]""}","Power[expr1, expr2]",Binary,Infix,Right,True,
PartialSuperscriptBox,PartialSuperscriptBox,750,670,590,,21,,660,{},"{""""}",{},"{{""expr"", """"}}","{""FractionBox"", ""["", ""expr"", "",""\["", ""Placeholder"", ""]""]""}",,Unary,Postfix,Left,False,This operator is an invisible Unicode character and is used in the layout of displayed expressions.
SuperscriptBox,SuperscriptBox,750,590,590,21,21,,660,{},"{""\^""}",{},"{{""expr1"", ""\^"", ""expr2""}}","{""SuperscriptBox"", ""["", ""expr1"", "","", ""expr2"", ""]""}",,Binary,Infix,Right,True,
SupersubscriptBox,SubsuperscriptBox,750,690,590,21,21,,660,{},"{""\^""}","{""\%""}","{{""expr1"", ""\^"", ""expr2"", ""\%"", ""expr3""}}","{""SubsuperscriptBox"", ""["", ""expr1"", "","", ""expr3"", "","", ""expr2"", ""]""}",,Ternary,Infix,Right,True,
DoubleDownArrow,DoubleDownArrow,740,580,580,,21.5,650,650,{},"{""⇓""}",{},"{{""x"", ""⇓"", ""y""}}","{""DoubleDownArrow"", ""["", ""x"", "","", ""y"", ""]""}","DoubleDownArrow[x, y]",Binary,Infix,None,False,
DoubleLongLeftArrow,DoubleLongLeftArrow,740,580,580,,21.5,650,650,{},"{""⟸""}",{},"{{""x"", ""⟸"", ""y""}}","{""DoubleLongLeftArrow"", ""["", ""x"", "","", ""y"", ""]""}","DoubleLongLeftArrow[x, y]",Binary,Infix,None,False,
DoubleLongLeftRightArrow,DoubleLongLeftRightArrow,740,580,580,,21.5,650,650,{},"{""⟺""}",{},"{{""x"", ""⟺"", ""y""}}","{""DoubleLongLeftRightArrow"", ""["", ""x"", "","", ""y"", ""]""}","DoubleLongLeftRightArrow[x, y]",Binary,Infix,None,False,
DoubleLongRightArrow,DoubleLongRightArrow,740,580,580,,21.5,650,650,{},"{""⟹""}",{},"{{""x"", ""⟹"", ""y""}}","{""DoubleLongRightArrow"", ""["", ""x"", "","", ""y"", ""]""}","DoubleLongRightArrow[x, y]",Binary,Infix,None,False,
DoubleUpArrow,DoubleUpArrow,740,580,580,,21.5,650,650,{},"{""⇑""}",{},"{{""x"", ""⇑"", ""y""}}","{""DoubleUpArrow"", ""["", ""x"", "","", ""y"", ""]""}","DoubleUpArrow[x, y]",Binary,Infix,None,False,
DoubleUpDownArrow,DoubleUpDownArrow,740,580,580,,21.5,650,650,{},"{""⇕""}",{},"{{""x"", ""⇕"", ""y""}}","{""DoubleUpDownArrow"", ""["", ""x"", "","", ""y"", ""]""}","DoubleUpDownArrow[x, y]",Binary,Infix,None,False,
DownArrow,DownArrow,740,580,580,,21.5,650,650,{},"{""↓""}",{},"{{""x"", ""↓"", ""y""}}","{""DownArrow"", ""["", ""x"", "","", ""y"", ""]""}","DownArrow[x, y]",Binary,Infix,None,False,
